id,name,age,salary,department,joining_date
447,Sameer,,500000.0,Finance,not_a_date
437,Varun,abc,31783.0,R&D,not_a_date
916,Mohit,55,,HR,2023-05-01 00:00:00
297,Amit,,,Management,not_a_date
281,Nisha,abc,500000.0,Operations,2020-08-10 00:00:00
439,Kunal,abc,44956.0,Support,2020-02-23 00:00:00
383,Rahul,abc,,Marketing,not_a_date
110,Harsh,,71975.0,Management,not_a_date
36,Riya,,149375.0,R&D,2023-08-01 00:00:00
224,Rakesh,31,500000.0,IT,not_a_date
984,Simran,23,138767.0,,not_a_date
717,Neha,abc,500000.0,Finance,not_a_date
617,Riya,48,107197.0,Operations,not_a_date
479,Kiran,31,,Operations,2021-04-27 00:00:00
234,Pallavi,55,,Sales,2024-02-06 00:00:00
570,Tanya,abc,500000.0,IT,not_a_date
239,Pooja,,500000.0,Marketing,2017-12-17 00:00:00
52,Suresh,,500000.0,Operations,2023-01-18 00:00:00
775,Amit,abc,500000.0,Management,2023-04-10 00:00:00
251,Vikram,22,44087.0,Sales,not_a_date
789,Rahul,40,,Sales,not_a_date
863,Riya,,115517.0,Support,not_a_date
695,Rakesh,54,,R&D,2020-11-10 00:00:00
23,Arjun,abc,500000.0,Sales,2023-06-01 00:00:00
809,Rohan,,61041.0,HR,not_a_date
27,Harsh,,62065.0,R&D,not_a_date
587,Sameer,abc,500000.0,Legal,not_a_date
861,Naveen,42,500000.0,Legal,2023-12-12 00:00:00
562,Priya,23,57913.0,Legal,not_a_date
229,Rakesh,abc,113092.0,Operations,not_a_date
765,Ankit,abc,61321.0,R&D,2021-09-10 00:00:00
196,Divya,,40305.0,HR,2019-06-14 00:00:00
35,Mohit,43,500000.0,Operations,2020-07-20 00:00:00
655,John,,,Operations,not_a_date
805,Meera,abc,500000.0,R&D,not_a_date
94,Simran,,500000.0,Support,2022-12-29 00:00:00
875,Manoj,abc,,,not_a_date
848,Vikram,59,500000.0,HR,not_a_date
634,Deepak,,85545.0,Finance,2019-09-07 00:00:00
21,Priya,,500000.0,Support,not_a_date
922,Meera,abc,,Legal,2022-02-14 00:00:00
834,John,abc,131283.0,Sales,2021-08-25 00:00:00
133,Rahul,,143015.0,Finance,not_a_date
366,Manoj,abc,,HR,not_a_date
872,Varun,,500000.0,Management,2023-02-26 00:00:00
808,Priya,abc,80826.0,Support,not_a_date
547,Simran,,119071.0,HR,2021-12-19 00:00:00
754,Divya,,67823.0,Legal,2015-12-11 00:00:00
121,Pooja,,,Operations,2020-09-05 00:00:00
703,Simran,53,,Operations,not_a_date
472,Simran,,31150.0,HR,2015-11-26 00:00:00
760,Harsh,abc,500000.0,Marketing,not_a_date
299,Rohan,,81800.0,Support,not_a_date
671,Rahul,,75069.0,HR,2023-09-10 00:00:00
642,Deepak,abc,500000.0,Sales,2023-05-15 00:00:00
220,Pallavi,,500000.0,Operations,2017-11-28 00:00:00
972,Sneha,abc,500000.0,,2017-02-08 00:00:00
543,Naveen,,146826.0,Sales,2022-04-21 00:00:00
312,Anita,,,HR,not_a_date
257,Anita,47,52355.0,R&D,not_a_date
918,Manoj,,500000.0,Marketing,2019-09-28 00:00:00
135,Priya,22,,Management,2022-06-26 00:00:00
539,Lakshmi,,500000.0,,not_a_date
661,Rakesh,44,500000.0,Sales,2020-08-05 00:00:00
842,Meera,,500000.0,Legal,2021-10-29 00:00:00
523,Harsh,,45581.0,Management,2022-12-23 00:00:00
186,Anita,,116007.0,Management,2021-01-16 00:00:00
733,John,abc,116155.0,,2015-10-09 00:00:00
522,Kunal,abc,111123.0,Legal,not_a_date
292,Aditya,40,102709.0,Sales,2016-07-31 00:00:00
963,Nisha,,,Support,not_a_date
18,Lakshmi,abc,500000.0,Legal,2022-02-25 00:00:00
92,Vikram,39,500000.0,Marketing,not_a_date
487,Rahul,,500000.0,Sales,2016-06-04 00:00:00
269,Pallavi,abc,,Legal,2024-03-07 00:00:00
928,Amit,,,Management,2017-02-14 00:00:00
907,Rakesh,,,IT,2020-08-06 00:00:00
454,Aditya,21,500000.0,Operations,2017-09-14 00:00:00
298,Pallavi,,,,2015-09-06 00:00:00
365,Kavya,31,,IT,2020-11-07 00:00:00
961,Kunal,abc,,,not_a_date
123,Naveen,abc,,Support,2017-08-17 00:00:00
442,Harsh,40,500000.0,Sales,not_a_date
535,Raj,40,500000.0,Finance,not_a_date
704,Deepak,abc,51017.0,Support,2023-02-27 00:00:00
56,Divya,,,R&D,not_a_date
889,Neha,21,,,2022-06-03 00:00:00
37,Suresh,30,112538.0,Management,not_a_date
415,Isha,42,,R&D,not_a_date
107,Tanya,57,500000.0,Legal,2015-09-11 00:00:00
632,Suresh,58,,Management,2017-06-05 00:00:00
209,Meera,,136888.0,Support,2020-10-10 00:00:00
982,Lakshmi,abc,90095.0,Sales,not_a_date
264,Manoj,24,75990.0,,not_a_date
238,Kiran,22,500000.0,Finance,not_a_date
657,Ankit,30,,,not_a_date
174,Naveen,49,120981.0,Legal,not_a_date
77,Deepak,42,115084.0,IT,2019-10-26 00:00:00
497,Ankit,31,500000.0,,2015-12-08 00:00:00
275,Vikram,abc,,,2020-06-23 00:00:00
526,Manoj,,500000.0,Support,not_a_date
744,Isha,abc,,Sales,not_a_date
945,Kavya,,48888.0,Sales,not_a_date
94,Simran,,500000.0,Support,2022-12-29 00:00:00
16,Pallavi,23,,,2021-06-21 00:00:00
752,Raj,37,,Marketing,2015-10-30 00:00:00
61,Pallavi,,120003.0,HR,2017-11-17 00:00:00
203,Rohan,54,,Legal,2018-01-27 00:00:00
432,Anita,,,Sales,2021-06-18 00:00:00
857,Arjun,21,109328.0,Sales,not_a_date
63,Harsh,,,Finance,not_a_date
641,Lakshmi,abc,500000.0,Operations,not_a_date
549,Sneha,44,32564.0,Finance,not_a_date
466,Harsh,,,Operations,2023-05-13 00:00:00
524,Naveen,31,76474.0,Finance,2019-06-25 00:00:00
706,Raj,abc,143402.0,Legal,2024-01-22 00:00:00
592,Raj,abc,,R&D,2017-08-30 00:00:00
930,Pooja,abc,500000.0,Marketing,2023-03-23 00:00:00
689,Ankit,,500000.0,Sales,not_a_date
363,Rohan,23,,Finance,2016-12-24 00:00:00
473,Meera,26,,Finance,2021-01-07 00:00:00
869,Anita,,,Management,not_a_date
335,Manoj,abc,63518.0,,not_a_date
662,Kavya,abc,77648.0,Management,2018-11-16 00:00:00
701,Rakesh,39,500000.0,Support,2021-01-08 00:00:00
627,Sameer,abc,69064.0,Operations,not_a_date
684,Simran,22,,Support,2017-03-19 00:00:00
127,Varun,,500000.0,Sales,not_a_date
244,Riya,,,Operations,not_a_date
178,Sameer,,500000.0,IT,not_a_date
936,Meera,,114570.0,Legal,not_a_date
353,Mohit,,500000.0,Marketing,2023-01-25 00:00:00
145,Vikram,39,,,not_a_date
935,Pallavi,,88530.0,IT,2024-06-18 00:00:00
176,Divya,abc,,R&D,2021-10-15 00:00:00
527,Divya,,500000.0,IT,not_a_date
288,Sneha,31,67944.0,HR,not_a_date
106,Isha,30,141336.0,IT,not_a_date
46,Meera,,,HR,not_a_date
237,Tanya,45,118714.0,Operations,2015-02-08 00:00:00
351,Nisha,abc,500000.0,Marketing,2022-11-30 00:00:00
920,Kiran,59,97930.0,Management,2019-11-04 00:00:00
578,Kavya,abc,500000.0,Operations,2020-10-10 00:00:00
878,Mohit,,62685.0,Legal,not_a_date
893,Riya,,,Finance,not_a_date
305,Pooja,abc,,,not_a_date
975,Sneha,,,Management,not_a_date
957,Pooja,36,,Sales,not_a_date
811,Rohan,,500000.0,Support,not_a_date
284,Lakshmi,51,117193.0,Support,not_a_date
814,Arjun,36,66621.0,Marketing,2022-10-23 00:00:00
612,Naveen,43,500000.0,IT,2016-11-05 00:00:00
643,Lakshmi,44,107711.0,Operations,2019-12-15 00:00:00
406,Amit,55,96895.0,Management,not_a_date
350,Rahul,abc,,IT,not_a_date
150,Priya,,77921.0,Finance,not_a_date
709,Kiran,49,137214.0,,2024-03-23 00:00:00
923,Vikram,abc,500000.0,HR,2015-04-15 00:00:00
358,Mohit,abc,500000.0,IT,not_a_date
710,Anita,33,500000.0,Legal,not_a_date
510,Nisha,abc,500000.0,Legal,not_a_date
468,Deepak,abc,56821.0,Management,not_a_date
837,Neha,abc,,Sales,not_a_date
258,Kiran,55,45159.0,Finance,not_a_date
429,Arjun,abc,125158.0,Operations,2016-07-20 00:00:00
514,Meera,38,500000.0,Management,not_a_date
823,Raj,38,63467.0,HR,not_a_date
591,Manoj,,,IT,2015-02-06 00:00:00
48,Varun,,,Marketing,not_a_date
948,Harsh,34,116074.0,Operations,not_a_date
380,Simran,54,500000.0,HR,2022-01-04 00:00:00
816,Varun,,48711.0,IT,not_a_date
207,Vikram,,61208.0,Marketing,2019-03-29 00:00:00
882,Sneha,abc,42347.0,Legal,2016-06-20 00:00:00
323,Rohan,,500000.0,Operations,2022-10-22 00:00:00
836,Riya,,,Legal,not_a_date
309,John,,31090.0,Sales,2024-06-07 00:00:00
414,Tanya,,,R&D,2016-12-12 00:00:00
416,Rakesh,,500000.0,Support,2020-12-28 00:00:00
108,Arjun,abc,27557.0,Operations,not_a_date
470,Kiran,56,500000.0,Management,2017-06-28 00:00:00
865,Aditya,abc,500000.0,Sales,not_a_date
20,Simran,,,Support,2021-12-31 00:00:00
903,Vikram,abc,,Legal,2023-08-01 00:00:00
813,Ankit,,500000.0,Legal,not_a_date
584,Aditya,,500000.0,R&D,2018-05-03 00:00:00
295,Sameer,abc,500000.0,Legal,2018-08-22 00:00:00
902,John,abc,132315.0,IT,not_a_date
463,Rohan,abc,,HR,2020-06-29 00:00:00
971,Raj,abc,,Marketing,not_a_date
779,Neha,,133997.0,Marketing,2020-05-01 00:00:00
908,Lakshmi,abc,,HR,not_a_date
448,Priya,abc,500000.0,Management,2021-10-18 00:00:00
896,Vikram,,54794.0,Operations,not_a_date
208,Simran,,137856.0,,not_a_date
291,Arjun,,500000.0,Finance,2018-06-06 00:00:00
345,Manoj,,106449.0,HR,2021-10-08 00:00:00
98,Aditya,,,Legal,not_a_date
973,Tanya,abc,135804.0,IT,not_a_date
71,Mohit,43,,Management,2024-06-07 00:00:00
476,Divya,37,500000.0,Legal,2020-04-04 00:00:00
177,Riya,abc,119758.0,Sales,2019-06-24 00:00:00
219,Neha,,500000.0,R&D,2023-10-28 00:00:00
656,Varun,,500000.0,Marketing,2016-08-06 00:00:00
579,Naveen,abc,500000.0,,not_a_date
707,Rohan,abc,500000.0,Marketing,not_a_date
325,Kunal,,,Sales,not_a_date
680,Raj,,28389.0,Support,2018-01-12 00:00:00
6,Anita,43,500000.0,R&D,not_a_date
688,Naveen,,,,2017-01-19 00:00:00
660,Deepak,57,51143.0,Legal,2020-08-20 00:00:00
400,Anita,,500000.0,Finance,2018-01-25 00:00:00
846,Aditya,abc,124983.0,Finance,not_a_date
62,Raj,,73925.0,Finance,2020-06-04 00:00:00
838,Tanya,abc,500000.0,Management,2015-04-26 00:00:00
392,Anita,,,Finance,2023-05-13 00:00:00
435,Raj,57,500000.0,Support,2023-12-26 00:00:00
33,Manoj,abc,500000.0,Management,2015-03-06 00:00:00
995,Anita,50,500000.0,Finance,not_a_date
319,John,abc,500000.0,HR,2020-01-11 00:00:00
338,Kiran,abc,139813.0,Legal,2022-10-30 00:00:00
845,Meera,,133427.0,Marketing,2023-04-16 00:00:00
29,Ankit,34,500000.0,Legal,2018-06-29 00:00:00
651,Rahul,abc,72837.0,Support,2021-03-03 00:00:00
988,Kunal,58,500000.0,HR,2017-07-11 00:00:00
561,Mohit,abc,49951.0,Legal,2020-07-26 00:00:00
513,Lakshmi,abc,,Marketing,not_a_date
636,Kunal,,47042.0,HR,2022-12-06 00:00:00
829,John,,,Legal,not_a_date
14,Rakesh,22,,R&D,not_a_date
215,Rakesh,26,500000.0,Finance,not_a_date
841,Sameer,,35526.0,Support,2024-03-28 00:00:00
589,Nisha,34,,Marketing,2021-07-03 00:00:00
999,Nisha,,48705.0,IT,2020-01-03 00:00:00
626,Sneha,abc,,Sales,2015-01-29 00:00:00
934,Arjun,abc,500000.0,Finance,not_a_date
891,Mohit,,67913.0,IT,2022-09-26 00:00:00
534,Anita,,,,2019-12-23 00:00:00
826,Priya,,136335.0,Support,2019-10-31 00:00:00
747,Pallavi,20,500000.0,Marketing,2019-12-05 00:00:00
197,Raj,53,82458.0,Sales,not_a_date
901,Ankit,56,,Management,2018-11-04 00:00:00
856,Mohit,42,500000.0,R&D,2022-08-28 00:00:00
966,Kavya,abc,500000.0,Support,not_a_date
748,Pooja,,,R&D,not_a_date
318,Meera,abc,,Marketing,not_a_date
877,Simran,abc,500000.0,Sales,2018-02-07 00:00:00
851,Sneha,,500000.0,Legal,2021-09-19 00:00:00
464,Kunal,,,HR,not_a_date
937,John,36,,,not_a_date
69,Priya,46,500000.0,Legal,2015-11-14 00:00:00
334,Pooja,,500000.0,,not_a_date
803,Nisha,,,HR,2018-05-28 00:00:00
57,Harsh,,142930.0,IT,not_a_date
787,Neha,abc,81088.0,Sales,not_a_date
97,Lakshmi,abc,500000.0,R&D,2019-11-23 00:00:00
482,Kiran,abc,500000.0,Support,2022-12-11 00:00:00
850,Varun,,,R&D,not_a_date
140,Suresh,abc,130864.0,Finance,2015-09-03 00:00:00
866,Anita,57,500000.0,Finance,not_a_date
389,Vikram,58,500000.0,Operations,not_a_date
750,Raj,,,Support,not_a_date
931,Kiran,,500000.0,Support,not_a_date
126,Nisha,abc,,Legal,not_a_date
995,Anita,50,500000.0,Finance,not_a_date
113,Naveen,55,,Support,not_a_date
840,Raj,55,,Legal,not_a_date
460,Naveen,abc,51399.0,Management,not_a_date
766,Isha,42,500000.0,IT,not_a_date
179,Pooja,abc,51646.0,Sales,2019-11-21 00:00:00
83,Rohan,,50342.0,,not_a_date
739,Anita,43,,Sales,not_a_date
654,Vikram,57,,Legal,2017-10-13 00:00:00
743,Pooja,42,130899.0,,2018-08-10 00:00:00
375,Sneha,,500000.0,Sales,not_a_date
440,Priya,abc,146008.0,Legal,2015-10-12 00:00:00
572,Isha,,,Management,not_a_date
7,Neha,,500000.0,Management,not_a_date
328,Priya,47,98686.0,Management,2020-10-26 00:00:00
532,Tanya,45,,,2024-03-13 00:00:00
371,Rakesh,abc,,,not_a_date
563,Rahul,,500000.0,IT,not_a_date
376,Meera,abc,51614.0,Marketing,not_a_date
2,Kavya,34,,,2023-06-20 00:00:00
151,Rakesh,abc,80609.0,IT,not_a_date
874,Harsh,,500000.0,R&D,2015-09-23 00:00:00
807,Raj,45,500000.0,Support,2019-05-23 00:00:00
95,Neha,,26802.0,Operations,not_a_date
148,Rohan,abc,103657.0,,2019-12-29 00:00:00
89,Suresh,22,74811.0,HR,2022-09-12 00:00:00
458,Isha,abc,,R&D,not_a_date
508,Isha,30,114599.0,Management,not_a_date
568,Priya,abc,25806.0,Sales,not_a_date
80,Anita,,500000.0,Support,not_a_date
204,Anita,,62841.0,Operations,not_a_date
724,Lakshmi,abc,500000.0,Finance,2019-12-05 00:00:00
735,Varun,,500000.0,Support,2021-12-07 00:00:00
320,Simran,abc,48624.0,Support,not_a_date
240,Amit,,500000.0,HR,not_a_date
981,Riya,abc,66321.0,,not_a_date
885,Suresh,51,119299.0,Marketing,2016-06-26 00:00:00
336,Pooja,47,500000.0,,2017-11-28 00:00:00
609,Raj,abc,500000.0,Marketing,not_a_date
772,Ankit,44,108360.0,R&D,2015-11-01 00:00:00
832,Vikram,,29255.0,HR,2021-01-05 00:00:00
755,Rahul,abc,,R&D,not_a_date
168,Lakshmi,abc,,Operations,2019-01-10 00:00:00
670,Divya,,113652.0,Sales,not_a_date
481,Manoj,49,,R&D,2024-01-11 00:00:00
377,Anita,,500000.0,Finance,2019-05-24 00:00:00
726,Vikram,,,Sales,not_a_date
944,Sameer,,67533.0,,not_a_date
413,Nisha,abc,500000.0,,not_a_date
648,Pallavi,,86788.0,Sales,not_a_date
797,Manoj,abc,,Legal,2018-07-10 00:00:00
388,Rohan,44,,Sales,2020-02-07 00:00:00
919,Nisha,,62487.0,Management,2016-08-16 00:00:00
607,Vikram,55,,Management,2016-08-11 00:00:00
556,Rohan,48,,Finance,2017-01-17 00:00:00
270,Sameer,44,,Marketing,2022-11-14 00:00:00
289,Suresh,abc,49285.0,Sales,not_a_date
314,Kiran,abc,82108.0,Marketing,2017-10-25 00:00:00
78,Divya,52,80680.0,Legal,2024-07-06 00:00:00
949,Neha,abc,,,not_a_date
419,Nisha,abc,500000.0,Finance,2015-12-22 00:00:00
372,Varun,abc,,HR,not_a_date
43,Nisha,,,,not_a_date
1000,Pooja,abc,,Management,2017-04-01 00:00:00
369,Kiran,22,500000.0,Sales,not_a_date
402,Isha,52,,,not_a_date
80,Anita,,500000.0,Support,not_a_date
128,Anita,,500000.0,IT,2019-11-04 00:00:00
967,Arjun,40,,HR,2020-04-11 00:00:00
474,Sameer,abc,,,not_a_date
946,Lakshmi,,500000.0,HR,2015-12-26 00:00:00
192,Neha,abc,,Sales,not_a_date
183,Deepak,,,Finance,2018-09-10 00:00:00
624,Simran,,46195.0,IT,not_a_date
887,Naveen,abc,80099.0,HR,2021-10-30 00:00:00
76,Rohan,abc,,Legal,not_a_date
337,Deepak,36,500000.0,Operations,2020-11-03 00:00:00
585,Manoj,44,,IT,2018-09-17 00:00:00
718,Arjun,,111475.0,,2015-10-28 00:00:00
308,Suresh,abc,130654.0,Sales,not_a_date
340,Meera,,500000.0,Finance,2024-06-27 00:00:00
262,Neha,,500000.0,,2016-01-25 00:00:00
764,Pooja,,116749.0,R&D,not_a_date
73,Sameer,31,77733.0,Support,2024-06-19 00:00:00
477,Pooja,,,Marketing,not_a_date
418,Kiran,abc,500000.0,Marketing,not_a_date
939,Sneha,abc,500000.0,R&D,not_a_date
705,Priya,25,,HR,not_a_date
167,Manoj,abc,28343.0,IT,2018-04-27 00:00:00
906,Vikram,,500000.0,HR,not_a_date
407,Sneha,34,500000.0,Management,not_a_date
1,Arjun,58,500000.0,IT,2017-05-10 00:00:00
198,Raj,,28267.0,IT,2017-04-05 00:00:00
423,Vikram,,500000.0,Sales,2015-02-20 00:00:00
96,John,abc,,Operations,2024-03-23 00:00:00
835,Meera,,500000.0,Operations,not_a_date
194,Rahul,abc,,Finance,2022-12-06 00:00:00
88,Naveen,abc,76663.0,Management,not_a_date
791,Sneha,,,,not_a_date
81,Kiran,,500000.0,Marketing,2017-04-15 00:00:00
191,Harsh,abc,500000.0,Operations,2017-12-02 00:00:00
798,Rohan,abc,500000.0,IT,not_a_date
153,Anita,,,Management,not_a_date
736,Arjun,,54856.0,Marketing,not_a_date
